"AZMIGRATEPROJECT_SUBSCRIPTION_ID","AZMIGRATEPROJECT_RESOURCE_GROUP_NAME","AZMIGRATEPROJECT_NAME","Machine","Exception","AdditionalInformation"
"d9995d5e-baa7-4e6b-81d5-2ee203b363ea","truckmate","DB2Assessment","HRT-AGT01",,
