AZURE_TENANT_ID,AZURE_SUBSCRIPTION_ID,AZURE_LOCATION,AZURE_PROJ_RESOURCE_GROUP_NAME,AZURE_VM_DC,AZURE_VM_SQL,AZURE_VM_DB2,AZURE_VM_APP,AZURE_VM_VDC,AZURE_VM_AGT,AZURE_VM_TM,AZURE_VM_PUBWEB,AZURE_VM_SYN
65911ec9-c247-4e7f-b3e5-239b468be687,d9995d5e-baa7-4e6b-81d5-2ee203b363ea,eastus2,LHT_Long_Haul_Transportation,N/A,N/A,N/A,"LHT-APP01,LHT-APP03,LHT-TAPP01",N/A,"LHT-AGT01,LHT-TAGT01",LHT-TM01,LHT-PUBWEB01,NA
